20120701,37,135,expected
20120702,24,140,expected
20120703,30,167,expected
20120704,50,94,expected
20120705,12,153,expected
20120706,17,131,expected
20120707,38,111,expected
20120708,29,112,expected
20120709,12,117,expected
20120710,13,128,expected
20120711,14,140,expected
20120712,22,147,expected
20120713,27,143,expected
20120714,43,123,expected
20120715,16,114,expected
20120716,12,138,expected
20120717,24,145,expected
20120718,12,114,expected
20120719,19,104,expected
20120720,15,122,expected
20120721,54,95,expected
20120722,61,131,expected
20120723,10,130,expected
20120724,16,124,expected
20120725,16,136,expected
20120726,11,128,expected
20120727,18,140,expected
20120728,49,110,expected
20120729,37,62,expected
20120730,25,131,expected
20120731,16,119,expected
20120801,13,113,expected
20120802,16,132,expected
20120803,20,126,expected
20120804,52,112,expected
20120805,34,117,expected
20120806,14,160,expected
20120807,28,131,expected
20120808,12,141,expected
20120809,16,136,expected
20120810,23,117,expected
20120811,45,121,expected
20120812,49,105,expected
20120813,23,128,expected
20120814,24,119,expected
20120815,13,137,expected
20120816,9,147,expected
20120817,34,130,expected
20120818,64,120,expected
20120819,61,106,expected
20120820,22,131,expected
20120821,27,115,expected
20120822,26,109,expected
20120823,29,124,expected
20120824,38,122,expected
20120825,73,108,unexpected
20120826,49,109,expected
20120827,23,135,expected
20120828,19,151,expected
20120829,18,115,expected
20120830,35,143,expected
20120831,26,155,expected
20120901,63,137,expected
20120902,61,115,expected
20120903,87,135,unexpected
20120904,11,139,expected
20120905,4,149,expected
20120906,6,129,expected
20120907,19,146,expected
20120908,30,150,expected
20120909,26,115,expected
20120910,15,153,expected
20120911,9,127,expected
20120912,29,161,expected
20120913,19,139,expected
20120914,29,126,expected
20120915,76,110,unexpected
20120916,30,96,expected
20120917,19,87,expected
20120918,5,124,expected
20120919,7,128,expected
20120920,12,110,expected
20120921,34,147,expected
20120922,46,106,expected
20120923,25,102,expected
20120924,19,142,expected
20120925,18,158,expected
20120926,12,63,expected
20120927,15,145,expected
20120928,22,166,expected
20120929,35,93,expected
20120930,23,88,expected
20121001,15,124,expected
20121002,12,132,expected
20121003,15,107,expected
20121004,17,132,expected
20121005,27,148,expected
20121006,24,83,expected
20121007,9,119,expected
20121008,10,95,expected
20121009,2,144,expected
20121010,23,152,expected
20121011,6,141,expected
20121012,13,124,expected
20121013,18,113,expected
20121014,15,122,expected
20121015,5,142,expected
20121016,13,136,expected
20121017,8,135,expected
20121018,5,126,expected
20121019,10,168,expected
20121020,37,129,expected
20121021,17,93,expected
20121022,6,158,expected
20121023,13,137,expected
20121024,10,126,expected
20121025,14,128,expected
20121026,13,133,expected
20121027,32,116,expected
20121028,10,103,expected
20121029,0,81,expected
20121030,0,105,expected
20121031,1,129,expected
20121101,4,113,expected
20121102,2,77,expected
20121103,6,76,expected
20121104,2,80,expected
20121105,0,129,expected
20121106,0,126,expected
20121107,0,186,expected
20121108,0,119,expected
20121109,6,164,expected
20121110,6,111,expected
20121111,10,120,expected
20121112,6,138,expected
20121113,1,163,expected
20121114,4,149,expected
20121115,3,143,expected
20121116,4,143,expected
20121117,7,124,expected
20121118,9,115,expected
20121119,2,129,expected
20121120,4,139,expected
20121121,7,165,expected
20121122,2,79,expected
20121123,5,122,expected
20121124,8,106,expected
20121125,2,104,expected
20121126,2,140,expected
20121127,0,157,expected
20121128,3,108,expected
20121129,2,102,expected
20121130,4,125,expected
20121201,6,119,expected
20121202,3,96,expected
20121203,3,168,expected
20121204,5,158,expected
20121205,3,116,expected
20121206,4,148,expected
20121207,3,189,expected
20121208,5,109,expected
20121209,2,151,expected
20121210,1,157,expected
20121211,2,139,expected
20121212,12,133,expected
20121213,2,133,expected
20121214,4,147,expected
20121215,5,114,expected
20121216,4,110,expected
20121217,0,149,expected
20121218,4,142,expected
20121219,2,153,expected
20121220,4,129,expected
20121221,8,181,expected
20121222,4,111,expected
20121223,6,84,expected
20121224,1,122,expected
20121225,3,83,expected
20121226,1,139,expected
20121227,1,131,expected
20121228,3,132,expected
20121229,8,119,expected
20121230,1,96,expected
20121231,6,122,expected
20130101,3,102,expected
20130102,1,129,expected
20130103,0,131,expected
20130104,1,118,expected
20130105,7,80,expected
20130106,1,82,expected
20130107,1,131,expected
20130108,0,136,expected
20130109,2,94,expected
20130110,5,135,expected
20130111,3,174,expected
20130112,9,119,expected
20130113,4,92,expected
20130114,3,134,expected
20130115,2,112,expected
20130116,4,130,expected
20130117,4,115,expected
20130118,5,110,expected
20130119,4,101,expected
20130120,12,83,expected
20130121,3,97,expected
20130122,5,112,expected
20130123,2,143,expected
20130124,0,131,expected
20130125,1,152,expected
20130126,6,129,expected
20130127,7,89,expected
20130128,1,130,expected
20130129,3,125,expected
20130130,6,104,expected
20130131,1,136,expected
20130201,2,148,expected
20130202,4,137,expected
20130203,0,131,expected
20130204,4,132,expected
20130205,2,119,expected
20130206,1,135,expected
20130207,3,116,expected
20130208,2,193,expected
20130209,5,90,expected
20130210,0,94,expected
20130211,4,118,expected
20130212,2,113,expected
20130213,8,124,expected
20130214,3,153,expected
20130215,9,118,expected
20130216,3,109,expected
20130217,4,113,expected
20130218,2,82,expected
20130219,0,108,expected
20130220,1,126,expected
20130221,0,113,expected
20130222,7,120,expected
20130223,15,116,expected
20130224,23,104,expected
20130225,4,104,expected
20130226,4,127,expected
20130227,4,125,expected
20130228,5,131,expected
20130301,2,133,expected
20130302,7,110,expected
20130303,7,111,expected
20130304,1,156,expected
20130305,1,115,expected
